track_id,genre,audio_path,split
536,Folk,fma_medium/000/000536.mp3,train
537,Folk,fma_medium/000/000537.mp3,train
540,Folk,fma_medium/000/000540.mp3,train
546,Folk,fma_medium/000/000546.mp3,train
550,Electronic,fma_medium/000/000550.mp3,train
564,Rock,fma_medium/000/000564.mp3,test
573,Rock,fma_medium/000/000573.mp3,train
574,Rock,fma_medium/000/000574.mp3,train
583,Hip-Hop,fma_medium/000/000583.mp3,validation
584,Hip-Hop,fma_medium/000/000584.mp3,validation
585,Hip-Hop,fma_medium/000/000585.mp3,validation
590,Jazz,fma_medium/000/000590.mp3,train
591,Jazz,fma_medium/000/000591.mp3,train
592,Jazz,fma_medium/000/000592.mp3,train
593,Jazz,fma_medium/000/000593.mp3,train
602,Folk,fma_medium/000/000602.mp3,validation
603,Folk,fma_medium/000/000603.mp3,validation
605,Rock,fma_medium/000/000605.mp3,train
608,Rock,fma_medium/000/000608.mp3,train
615,Experimental,fma_medium/000/000615.mp3,train
619,Folk,fma_medium/000/000619.mp3,train
620,Folk,fma_medium/000/000620.mp3,train
621,Folk,fma_medium/000/000621.mp3,train
625,Folk,fma_medium/000/000625.mp3,train
629,Folk,fma_medium/000/000629.mp3,train
631,Folk,fma_medium/000/000631.mp3,train
633,Rock,fma_medium/000/000633.mp3,train
635,Rock,fma_medium/000/000635.mp3,train
664,Electronic,fma_medium/000/000664.mp3,train
665,Electronic,fma_medium/000/000665.mp3,train
666,International,fma_medium/000/000666.mp3,train
667,International,fma_medium/000/000667.mp3,train
668,Hip-Hop,fma_medium/000/000668.mp3,train
669,Hip-Hop,fma_medium/000/000669.mp3,train
672,Hip-Hop,fma_medium/000/000672.mp3,train
673,Hip-Hop,fma_medium/000/000673.mp3,train
674,Hip-Hop,fma_medium/000/000674.mp3,train
676,Hip-Hop,fma_medium/000/000676.mp3,train
677,Hip-Hop,fma_medium/000/000677.mp3,train
679,Hip-Hop,fma_medium/000/000679.mp3,train
680,Hip-Hop,fma_medium/000/000680.mp3,train
681,Hip-Hop,fma_medium/000/000681.mp3,train
684,Hip-Hop,fma_medium/000/000684.mp3,train
686,Hip-Hop,fma_medium/000/000686.mp3,train
690,Rock,fma_medium/000/000690.mp3,validation
694,Hip-Hop,fma_medium/000/000694.mp3,train
695,Hip-Hop,fma_medium/000/000695.mp3,train
696,Rock,fma_medium/000/000696.mp3,train
698,Rock,fma_medium/000/000698.mp3,train
701,Rock,fma_medium/000/000701.mp3,train
702,Rock,fma_medium/000/000702.mp3,train
703,Rock,fma_medium/000/000703.mp3,train
704,International,fma_medium/000/000704.mp3,test
705,International,fma_medium/000/000705.mp3,test
706,International,fma_medium/000/000706.mp3,test
707,International,fma_medium/000/000707.mp3,test
708,International,fma_medium/000/000708.mp3,test
709,International,fma_medium/000/000709.mp3,test
714,Folk,fma_medium/000/000714.mp3,train
715,Folk,fma_medium/000/000715.mp3,train
716,Folk,fma_medium/000/000716.mp3,train
717,Folk,fma_medium/000/000717.mp3,train
718,Folk,fma_medium/000/000718.mp3,train
720,Rock,fma_medium/000/000720.mp3,train
734,Soul-RnB,fma_medium/000/000734.mp3,test
735,Soul-RnB,fma_medium/000/000735.mp3,test
736,Soul-RnB,fma_medium/000/000736.mp3,test
737,Soul-RnB,fma_medium/000/000737.mp3,test
738,Soul-RnB,fma_medium/000/000738.mp3,test
739,Soul-RnB,fma_medium/000/000739.mp3,test
740,Soul-RnB,fma_medium/000/000740.mp3,test
741,Soul-RnB,fma_medium/000/000741.mp3,test
742,Soul-RnB,fma_medium/000/000742.mp3,test
743,Soul-RnB,fma_medium/000/000743.mp3,test
744,Soul-RnB,fma_medium/000/000744.mp3,test
745,Soul-RnB,fma_medium/000/000745.mp3,test
747,Soul-RnB,fma_medium/000/000747.mp3,test
748,Soul-RnB,fma_medium/000/000748.mp3,test
749,Soul-RnB,fma_medium/000/000749.mp3,test
750,Soul-RnB,fma_medium/000/000750.mp3,test
751,Soul-RnB,fma_medium/000/000751.mp3,test
752,Soul-RnB,fma_medium/000/000752.mp3,test
753,Soul-RnB,fma_medium/000/000753.mp3,test
754,Soul-RnB,fma_medium/000/000754.mp3,test
755,Soul-RnB,fma_medium/000/000755.mp3,test
756,Soul-RnB,fma_medium/000/000756.mp3,test
757,Soul-RnB,fma_medium/000/000757.mp3,test
758,Soul-RnB,fma_medium/000/000758.mp3,test
759,Soul-RnB,fma_medium/000/000759.mp3,test
760,Soul-RnB,fma_medium/000/000760.mp3,test
761,Soul-RnB,fma_medium/000/000761.mp3,test
762,Soul-RnB,fma_medium/000/000762.mp3,test
763,Soul-RnB,fma_medium/000/000763.mp3,test
764,Soul-RnB,fma_medium/000/000764.mp3,test
765,Soul-RnB,fma_medium/000/000765.mp3,test
766,Soul-RnB,fma_medium/000/000766.mp3,test
767,Soul-RnB,fma_medium/000/000767.mp3,test
768,Soul-RnB,fma_medium/000/000768.mp3,test
769,Soul-RnB,fma_medium/000/000769.mp3,test
770,Soul-RnB,fma_medium/000/000770.mp3,test
771,Soul-RnB,fma_medium/000/000771.mp3,test
772,Soul-RnB,fma_medium/000/000772.mp3,test
773,Soul-RnB,fma_medium/000/000773.mp3,test
774,Soul-RnB,fma_medium/000/000774.mp3,test
775,Soul-RnB,fma_medium/000/000775.mp3,test
776,Soul-RnB,fma_medium/000/000776.mp3,test
777,Rock,fma_medium/000/000777.mp3,train
814,Folk,fma_medium/000/000814.mp3,train
819,Experimental,fma_medium/000/000819.mp3,train
820,Experimental,fma_medium/000/000820.mp3,train
821,Pop,fma_medium/000/000821.mp3,train
822,Pop,fma_medium/000/000822.mp3,train
823,Pop,fma_medium/000/000823.mp3,train
824,Rock,fma_medium/000/000824.mp3,train
825,Rock,fma_medium/000/000825.mp3,train
826,Rock,fma_medium/000/000826.mp3,train
829,Rock,fma_medium/000/000829.mp3,train
830,Rock,fma_medium/000/000830.mp3,train
831,Jazz,fma_medium/000/000831.mp3,train
832,Jazz,fma_medium/000/000832.mp3,train
833,Jazz,fma_medium/000/000833.mp3,train
834,Jazz,fma_medium/000/000834.mp3,train
835,Jazz,fma_medium/000/000835.mp3,train
853,International,fma_medium/000/000853.mp3,train
854,Experimental,fma_medium/000/000854.mp3,test
855,Rock,fma_medium/000/000855.mp3,train
858,Rock,fma_medium/000/000858.mp3,train
861,Rock,fma_medium/000/000861.mp3,train
863,Rock,fma_medium/000/000863.mp3,train
868,Experimental,fma_medium/000/000868.mp3,train
878,Electronic,fma_medium/000/000878.mp3,train
881,Electronic,fma_medium/000/000881.mp3,train
889,Electronic,fma_medium/000/000889.mp3,train
890,Folk,fma_medium/000/000890.mp3,test
891,Folk,fma_medium/000/000891.mp3,test
892,Folk,fma_medium/000/000892.mp3,test
893,Folk,fma_medium/000/000893.mp3,test
894,Folk,fma_medium/000/000894.mp3,test
895,Folk,fma_medium/000/000895.mp3,test
896,Rock,fma_medium/000/000896.mp3,train
897,Experimental,fma_medium/000/000897.mp3,train
898,Experimental,fma_medium/000/000898.mp3,train
992,Rock,fma_medium/000/000992.mp3,train
993,Rock,fma_medium/000/000993.mp3,validation
995,Experimental,fma_medium/000/000995.mp3,train
997,Experimental,fma_medium/000/000997.mp3,train
998,Experimental,fma_medium/000/000998.mp3,train
1014,Rock,fma_medium/001/001014.mp3,validation
1015,Rock,fma_medium/001/001015.mp3,validation
1016,Rock,fma_medium/001/001016.mp3,validation
1017,Rock,fma_medium/001/001017.mp3,validation
1018,Rock,fma_medium/001/001018.mp3,validation
1022,Jazz,fma_medium/001/001022.mp3,train
1023,Jazz,fma_medium/001/001023.mp3,train
1028,Rock,fma_medium/001/001028.mp3,train
1029,Rock,fma_medium/001/001029.mp3,train
1039,Rock,fma_medium/001/001039.mp3,train
1040,Rock,fma_medium/001/001040.mp3,train
1041,Rock,fma_medium/001/001041.mp3,train
1042,Blues,fma_medium/001/001042.mp3,test
1043,Blues,fma_medium/001/001043.mp3,test
1044,Blues,fma_medium/001/001044.mp3,test
1045,Blues,fma_medium/001/001045.mp3,test
1046,Blues,fma_medium/001/001046.mp3,test
1047,Blues,fma_medium/001/001047.mp3,test
1048,Blues,fma_medium/001/001048.mp3,test
1052,Rock,fma_medium/001/001052.mp3,train
1058,Jazz,fma_medium/001/001058.mp3,train
1059,Jazz,fma_medium/001/001059.mp3,train
1060,Jazz,fma_medium/001/001060.mp3,train
1061,Jazz,fma_medium/001/001061.mp3,train
1063,Jazz,fma_medium/001/001063.mp3,train
1064,Jazz,fma_medium/001/001064.mp3,train
1066,Experimental,fma_medium/001/001066.mp3,test
1068,Experimental,fma_medium/001/001068.mp3,test
1069,Experimental,fma_medium/001/001069.mp3,test
1071,Experimental,fma_medium/001/001071.mp3,test
1072,Experimental,fma_medium/001/001072.mp3,test
1073,Experimental,fma_medium/001/001073.mp3,test
1075,Experimental,fma_medium/001/001075.mp3,test
1082,International,fma_medium/001/001082.mp3,train
1083,Experimental,fma_medium/001/001083.mp3,train
1085,Electronic,fma_medium/001/001085.mp3,validation
1086,Electronic,fma_medium/001/001086.mp3,validation
1087,Rock,fma_medium/001/001087.mp3,validation
1088,Electronic,fma_medium/001/001088.mp3,validation
1089,Electronic,fma_medium/001/001089.mp3,validation
1093,Experimental,fma_medium/001/001093.mp3,train
1095,Experimental,fma_medium/001/001095.mp3,train
1102,Rock,fma_medium/001/001102.mp3,train
1105,Rock,fma_medium/001/001105.mp3,train
1106,Rock,fma_medium/001/001106.mp3,train
1107,Rock,fma_medium/001/001107.mp3,train
1108,Rock,fma_medium/001/001108.mp3,train
1117,Rock,fma_medium/001/001117.mp3,validation
1118,Rock,fma_medium/001/001118.mp3,validation
1121,Electronic,fma_medium/001/001121.mp3,train
1123,Rock,fma_medium/001/001123.mp3,train
1125,Rock,fma_medium/001/001125.mp3,train
1126,Rock,fma_medium/001/001126.mp3,train
1130,Rock,fma_medium/001/001130.mp3,train
1131,Rock,fma_medium/001/001131.mp3,train
1138,Rock,fma_medium/001/001138.mp3,validation
1147,Rock,fma_medium/001/001147.mp3,train
1148,Rock,fma_medium/001/001148.mp3,train
1149,Rock,fma_medium/001/001149.mp3,train
1150,Rock,fma_medium/001/001150.mp3,train
1151,Jazz,fma_medium/001/001151.mp3,train
1152,Jazz,fma_medium/001/001152.mp3,train
1153,Jazz,fma_medium/001/001153.mp3,train
1154,Jazz,fma_medium/001/001154.mp3,train
1155,Jazz,fma_medium/001/001155.mp3,train
1156,Rock,fma_medium/001/001156.mp3,train
1157,Rock,fma_medium/001/001157.mp3,train
1161,Rock,fma_medium/001/001161.mp3,train
1162,Rock,fma_medium/001/001162.mp3,train
1165,Rock,fma_medium/001/001165.mp3,train
1179,Rock,fma_medium/001/001179.mp3,train
1183,Rock,fma_medium/001/001183.mp3,train
1193,Folk,fma_medium/001/001193.mp3,train
1195,Folk,fma_medium/001/001195.mp3,train
1196,Folk,fma_medium/001/001196.mp3,train
1197,Folk,fma_medium/001/001197.mp3,train
1199,Folk,fma_medium/001/001199.mp3,train
1201,Rock,fma_medium/001/001201.mp3,train
1202,Rock,fma_medium/001/001202.mp3,train
1203,Rock,fma_medium/001/001203.mp3,train
1204,Rock,fma_medium/001/001204.mp3,train
1249,Experimental,fma_medium/001/001249.mp3,test
1259,Experimental,fma_medium/001/001259.mp3,test
1270,Rock,fma_medium/001/001270.mp3,train
1276,Experimental,fma_medium/001/001276.mp3,train
1277,Experimental,fma_medium/001/001277.mp3,train
1278,Experimental,fma_medium/001/001278.mp3,train
1279,Rock,fma_medium/001/001279.mp3,validation
1280,Rock,fma_medium/001/001280.mp3,validation
1289,Rock,fma_medium/001/001289.mp3,validation
1290,Rock,fma_medium/001/001290.mp3,validation
1292,Rock,fma_medium/001/001292.mp3,validation
1298,Rock,fma_medium/001/001298.mp3,validation
1311,Folk,fma_medium/001/001311.mp3,train
1339,Electronic,fma_medium/001/001339.mp3,train
1354,Rock,fma_medium/001/001354.mp3,train
1356,Rock,fma_medium/001/001356.mp3,train
1358,Rock,fma_medium/001/001358.mp3,train
1360,Rock,fma_medium/001/001360.mp3,train
1361,Rock,fma_medium/001/001361.mp3,train
1363,Rock,fma_medium/001/001363.mp3,train
1366,Rock,fma_medium/001/001366.mp3,train
1382,Rock,fma_medium/001/001382.mp3,validation
1383,Rock,fma_medium/001/001383.mp3,validation
1413,Rock,fma_medium/001/001413.mp3,train
1416,Rock,fma_medium/001/001416.mp3,train
1417,Rock,fma_medium/001/001417.mp3,train
1418,Rock,fma_medium/001/001418.mp3,train
1419,Rock,fma_medium/001/001419.mp3,train
1427,Rock,fma_medium/001/001427.mp3,train
1443,Experimental,fma_medium/001/001443.mp3,train
1450,Rock,fma_medium/001/001450.mp3,train
1451,Rock,fma_medium/001/001451.mp3,train
1481,Electronic,fma_medium/001/001481.mp3,train
1482,Electronic,fma_medium/001/001482.mp3,train
1483,Electronic,fma_medium/001/001483.mp3,train
1485,Electronic,fma_medium/001/001485.mp3,train
1498,Experimental,fma_medium/001/001498.mp3,train
1510,Experimental,fma_medium/001/001510.mp3,train
1526,Rock,fma_medium/001/001526.mp3,train
1528,Rock,fma_medium/001/001528.mp3,train
1534,Rock,fma_medium/001/001534.mp3,train
1544,Folk,fma_medium/001/001544.mp3,train
1545,Folk,fma_medium/001/001545.mp3,train
1547,Electronic,fma_medium/001/001547.mp3,train
1548,Electronic,fma_medium/001/001548.mp3,train
1550,Electronic,fma_medium/001/001550.mp3,train
1551,Electronic,fma_medium/001/001551.mp3,train
1552,Electronic,fma_medium/001/001552.mp3,train
1553,Electronic,fma_medium/001/001553.mp3,train
1554,Electronic,fma_medium/001/001554.mp3,train
1555,Electronic,fma_medium/001/001555.mp3,train
1556,Electronic,fma_medium/001/001556.mp3,train
1559,Experimental,fma_medium/001/001559.mp3,train
1607,Rock,fma_medium/001/001607.mp3,train
1634,Electronic,fma_medium/001/001634.mp3,train
1635,Electronic,fma_medium/001/001635.mp3,train
1638,Electronic,fma_medium/001/001638.mp3,train
1640,Electronic,fma_medium/001/001640.mp3,train
1642,Pop,fma_medium/001/001642.mp3,train
1644,Pop,fma_medium/001/001644.mp3,train
1649,Pop,fma_medium/001/001649.mp3,train
1652,Pop,fma_medium/001/001652.mp3,train
1661,Pop,fma_medium/001/001661.mp3,train
1663,Pop,fma_medium/001/001663.mp3,train
1666,Pop,fma_medium/001/001666.mp3,train
1671,Experimental,fma_medium/001/001671.mp3,train
1673,Experimental,fma_medium/001/001673.mp3,train
1674,Experimental,fma_medium/001/001674.mp3,train
1677,Electronic,fma_medium/001/001677.mp3,train
1678,Electronic,fma_medium/001/001678.mp3,train
1680,International,fma_medium/001/001680.mp3,train
1681,International,fma_medium/001/001681.mp3,train
1682,International,fma_medium/001/001682.mp3,train
1683,International,fma_medium/001/001683.mp3,train
1684,International,fma_medium/001/001684.mp3,train
1685,International,fma_medium/001/001685.mp3,train
1686,International,fma_medium/001/001686.mp3,train
1687,International,fma_medium/001/001687.mp3,train
1688,International,fma_medium/001/001688.mp3,train
1689,International,fma_medium/001/001689.mp3,train
1701,Folk,fma_medium/001/001701.mp3,train
1702,Folk,fma_medium/001/001702.mp3,train
1703,Folk,fma_medium/001/001703.mp3,train
1704,Folk,fma_medium/001/001704.mp3,train
1705,Folk,fma_medium/001/001705.mp3,train
1706,Rock,fma_medium/001/001706.mp3,train
1720,Rock,fma_medium/001/001720.mp3,train
1730,Rock,fma_medium/001/001730.mp3,train
1732,Experimental,fma_medium/001/001732.mp3,train
1733,Experimental,fma_medium/001/001733.mp3,train
1734,Experimental,fma_medium/001/001734.mp3,train
1735,Experimental,fma_medium/001/001735.mp3,train
1736,Experimental,fma_medium/001/001736.mp3,train
1738,Experimental,fma_medium/001/001738.mp3,train
1739,Experimental,fma_medium/001/001739.mp3,train
1783,Rock,fma_medium/001/001783.mp3,train
1793,Rock,fma_medium/001/001793.mp3,train
1797,Rock,fma_medium/001/001797.mp3,train
1799,Rock,fma_medium/001/001799.mp3,train
1804,Rock,fma_medium/001/001804.mp3,train
1810,Rock,fma_medium/001/001810.mp3,train
1822,Rock,fma_medium/001/001822.mp3,train
1831,Rock,fma_medium/001/001831.mp3,train
1836,Rock,fma_medium/001/001836.mp3,train
1837,Rock,fma_medium/001/001837.mp3,train
1883,Rock,fma_medium/001/001883.mp3,train
1884,Rock,fma_medium/001/001884.mp3,train
1888,Rock,fma_medium/001/001888.mp3,train
1889,Rock,fma_medium/001/001889.mp3,train
1890,Rock,fma_medium/001/001890.mp3,train
1891,Rock,fma_medium/001/001891.mp3,train
1893,Folk,fma_medium/001/001893.mp3,validation
1894,Folk,fma_medium/001/001894.mp3,validation
1896,Folk,fma_medium/001/001896.mp3,validation
1898,Rock,fma_medium/001/001898.mp3,train
1899,Rock,fma_medium/001/001899.mp3,train
1900,Rock,fma_medium/001/001900.mp3,train
1901,Rock,fma_medium/001/001901.mp3,train
1916,Folk,fma_medium/001/001916.mp3,train
1924,Folk,fma_medium/001/001924.mp3,train
1925,Folk,fma_medium/001/001925.mp3,train
1926,Folk,fma_medium/001/001926.mp3,train
1929,Experimental,fma_medium/001/001929.mp3,train
1930,Rock,fma_medium/001/001930.mp3,train
1940,Rock,fma_medium/001/001940.mp3,validation
1941,Rock,fma_medium/001/001941.mp3,validation
1944,Rock,fma_medium/001/001944.mp3,validation
1963,Jazz,fma_medium/001/001963.mp3,train
1964,Jazz,fma_medium/001/001964.mp3,train
1965,Jazz,fma_medium/001/001965.mp3,train
1966,Jazz,fma_medium/001/001966.mp3,train
1967,Jazz,fma_medium/001/001967.mp3,train
1995,Rock,fma_medium/001/001995.mp3,train
1996,Jazz,fma_medium/001/001996.mp3,train
2012,Experimental,fma_medium/002/002012.mp3,validation
2096,Experimental,fma_medium/002/002096.mp3,train
2097,Folk,fma_medium/002/002097.mp3,train
2099,Pop,fma_medium/002/002099.mp3,train
2125,Rock,fma_medium/002/002125.mp3,train
3263,Folk,fma_medium/003/003263.mp3,validation
3264,Folk,fma_medium/003/003264.mp3,validation
3265,Folk,fma_medium/003/003265.mp3,validation
3266,Folk,fma_medium/003/003266.mp3,validation
3268,Electronic,fma_medium/003/003268.mp3,validation
3270,Folk,fma_medium/003/003270.mp3,train
3271,Folk,fma_medium/003/003271.mp3,train
3272,Folk,fma_medium/003/003272.mp3,train
3273,Folk,fma_medium/003/003273.mp3,train
3274,Folk,fma_medium/003/003274.mp3,train
3401,Rock,fma_medium/003/003401.mp3,train
3446,Spoken,fma_medium/003/003446.mp3,train
3449,Spoken,fma_medium/003/003449.mp3,train
3450,Spoken,fma_medium/003/003450.mp3,train
3452,Electronic,fma_medium/003/003452.mp3,train
3453,Electronic,fma_medium/003/003453.mp3,train
3454,Electronic,fma_medium/003/003454.mp3,train
3455,Electronic,fma_medium/003/003455.mp3,train
3458,Electronic,fma_medium/003/003458.mp3,train
3459,Country,fma_medium/003/003459.mp3,train
3460,Country,fma_medium/003/003460.mp3,train
3461,Country,fma_medium/003/003461.mp3,train
3462,Country,fma_medium/003/003462.mp3,train
3463,Country,fma_medium/003/003463.mp3,train
3464,Country,fma_medium/003/003464.mp3,train
3465,Country,fma_medium/003/003465.mp3,train
3467,Rock,fma_medium/003/003467.mp3,train
3468,Rock,fma_medium/003/003468.mp3,train
3469,Rock,fma_medium/003/003469.mp3,train
3470,Rock,fma_medium/003/003470.mp3,train
3472,Rock,fma_medium/003/003472.mp3,train
3473,Rock,fma_medium/003/003473.mp3,train
3475,Rock,fma_medium/003/003475.mp3,train
3476,Rock,fma_medium/003/003476.mp3,train
3477,Rock,fma_medium/003/003477.mp3,train
3478,Rock,fma_medium/003/003478.mp3,train
3479,Rock,fma_medium/003/003479.mp3,train
3489,Rock,fma_medium/003/003489.mp3,train
3490,Rock,fma_medium/003/003490.mp3,train
3491,Rock,fma_medium/003/003491.mp3,train
3492,Rock,fma_medium/003/003492.mp3,train
3493,Rock,fma_medium/003/003493.mp3,train
3495,Rock,fma_medium/003/003495.mp3,train
3497,Rock,fma_medium/003/003497.mp3,train
3499,Rock,fma_medium/003/003499.mp3,train
3501,Rock,fma_medium/003/003501.mp3,train
3502,Rock,fma_medium/003/003502.mp3,train
3503,Rock,fma_medium/003/003503.mp3,train
3504,Rock,fma_medium/003/003504.mp3,train
3505,Rock,fma_medium/003/003505.mp3,train
3514,Rock,fma_medium/003/003514.mp3,train
3515,Rock,fma_medium/003/003515.mp3,train
3516,Rock,fma_medium/003/003516.mp3,train
3517,Rock,fma_medium/003/003517.mp3,train
3518,Rock,fma_medium/003/003518.mp3,train
3519,Rock,fma_medium/003/003519.mp3,train
3520,Rock,fma_medium/003/003520.mp3,train
3521,Rock,fma_medium/003/003521.mp3,train
3522,Rock,fma_medium/003/003522.mp3,train
3532,Pop,fma_medium/003/003532.mp3,train
3533,Pop,fma_medium/003/003533.mp3,train
3534,Pop,fma_medium/003/003534.mp3,train
3535,Pop,fma_medium/003/003535.mp3,train
3536,Pop,fma_medium/003/003536.mp3,train
3537,Pop,fma_medium/003/003537.mp3,train
3538,Pop,fma_medium/003/003538.mp3,train
3551,Rock,fma_medium/003/003551.mp3,train
3552,Rock,fma_medium/003/003552.mp3,train
3557,Electronic,fma_medium/003/003557.mp3,train
3558,Electronic,fma_medium/003/003558.mp3,train
3559,Electronic,fma_medium/003/003559.mp3,train
3560,Electronic,fma_medium/003/003560.mp3,train
3561,Electronic,fma_medium/003/003561.mp3,train
3563,Electronic,fma_medium/003/003563.mp3,train
3564,Electronic,fma_medium/003/003564.mp3,train
3566,Electronic,fma_medium/003/003566.mp3,train
3567,Electronic,fma_medium/003/003567.mp3,train
3568,Electronic,fma_medium/003/003568.mp3,train
3569,Electronic,fma_medium/003/003569.mp3,train
3570,Electronic,fma_medium/003/003570.mp3,train
3571,Electronic,fma_medium/003/003571.mp3,train
3572,Electronic,fma_medium/003/003572.mp3,train
3573,Electronic,fma_medium/003/003573.mp3,train
3574,Electronic,fma_medium/003/003574.mp3,train
3579,Rock,fma_medium/003/003579.mp3,validation
3580,Rock,fma_medium/003/003580.mp3,validation
3581,Rock,fma_medium/003/003581.mp3,validation
3582,Rock,fma_medium/003/003582.mp3,validation
3583,Rock,fma_medium/003/003583.mp3,validation
3584,Rock,fma_medium/003/003584.mp3,validation
3585,Rock,fma_medium/003/003585.mp3,validation
3598,Folk,fma_medium/003/003598.mp3,train
3603,Rock,fma_medium/003/003603.mp3,train
3604,Rock,fma_medium/003/003604.mp3,train
3606,Rock,fma_medium/003/003606.mp3,train
3609,Rock,fma_medium/003/003609.mp3,train
3612,Rock,fma_medium/003/003612.mp3,test
3613,Rock,fma_medium/003/003613.mp3,test
3614,Rock,fma_medium/003/003614.mp3,test
3616,Rock,fma_medium/003/003616.mp3,test
3618,Rock,fma_medium/003/003618.mp3,test
3620,Rock,fma_medium/003/003620.mp3,test
3624,Rock,fma_medium/003/003624.mp3,test
3626,Rock,fma_medium/003/003626.mp3,validation
3638,Rock,fma_medium/003/003638.mp3,train
3681,Rock,fma_medium/003/003681.mp3,train
3696,Rock,fma_medium/003/003696.mp3,train
3698,Rock,fma_medium/003/003698.mp3,train
3707,Folk,fma_medium/003/003707.mp3,train
3708,Folk,fma_medium/003/003708.mp3,train
3720,Rock,fma_medium/003/003720.mp3,train
3721,Rock,fma_medium/003/003721.mp3,train
3722,Rock,fma_medium/003/003722.mp3,train
3723,Rock,fma_medium/003/003723.mp3,train
3724,Rock,fma_medium/003/003724.mp3,train
3725,Rock,fma_medium/003/003725.mp3,train
3727,Rock,fma_medium/003/003727.mp3,train
3761,Rock,fma_medium/003/003761.mp3,train
3762,Rock,fma_medium/003/003762.mp3,train
3763,Rock,fma_medium/003/003763.mp3,train
3765,Rock,fma_medium/003/003765.mp3,train
3766,Rock,fma_medium/003/003766.mp3,train
3775,International,fma_medium/003/003775.mp3,train
3776,International,fma_medium/003/003776.mp3,train
3777,International,fma_medium/003/003777.mp3,train
3778,International,fma_medium/003/003778.mp3,train
3779,International,fma_medium/003/003779.mp3,train
3812,Rock,fma_medium/003/003812.mp3,train
3832,Folk,fma_medium/003/003832.mp3,train
3833,Rock,fma_medium/003/003833.mp3,train
3834,Rock,fma_medium/003/003834.mp3,train
3835,Rock,fma_medium/003/003835.mp3,train
3836,Rock,fma_medium/003/003836.mp3,train
3839,Rock,fma_medium/003/003839.mp3,train
3840,Rock,fma_medium/003/003840.mp3,train
3842,Blues,fma_medium/003/003842.mp3,test
3854,Rock,fma_medium/003/003854.mp3,train
3855,Rock,fma_medium/003/003855.mp3,train
3856,Rock,fma_medium/003/003856.mp3,train
3857,Rock,fma_medium/003/003857.mp3,train
3859,Rock,fma_medium/003/003859.mp3,train
3861,Rock,fma_medium/003/003861.mp3,train
3862,Rock,fma_medium/003/003862.mp3,train
3863,Rock,fma_medium/003/003863.mp3,train
3880,Folk,fma_medium/003/003880.mp3,train
3895,International,fma_medium/003/003895.mp3,train
3896,International,fma_medium/003/003896.mp3,train
3904,Folk,fma_medium/003/003904.mp3,train
3905,Folk,fma_medium/003/003905.mp3,train
3906,Folk,fma_medium/003/003906.mp3,train
3908,Folk,fma_medium/003/003908.mp3,train
3909,Folk,fma_medium/003/003909.mp3,train
3910,Folk,fma_medium/003/003910.mp3,train
3911,Folk,fma_medium/003/003911.mp3,train
3912,Folk,fma_medium/003/003912.mp3,train
