track_id,audio_path,genre,split
753,fma_medium/000/000753.mp3,Soul-RnB,test
754,fma_medium/000/000754.mp3,Soul-RnB,test
755,fma_medium/000/000755.mp3,Soul-RnB,test
756,fma_medium/000/000756.mp3,Soul-RnB,test
757,fma_medium/000/000757.mp3,Soul-RnB,test
758,fma_medium/000/000758.mp3,Soul-RnB,test
759,fma_medium/000/000759.mp3,Soul-RnB,test
760,fma_medium/000/000760.mp3,Soul-RnB,test
761,fma_medium/000/000761.mp3,Soul-RnB,test
762,fma_medium/000/000762.mp3,Soul-RnB,test
763,fma_medium/000/000763.mp3,Soul-RnB,test
764,fma_medium/000/000764.mp3,Soul-RnB,test
765,fma_medium/000/000765.mp3,Soul-RnB,test
766,fma_medium/000/000766.mp3,Soul-RnB,test
767,fma_medium/000/000767.mp3,Soul-RnB,test
768,fma_medium/000/000768.mp3,Soul-RnB,test
769,fma_medium/000/000769.mp3,Soul-RnB,test
770,fma_medium/000/000770.mp3,Soul-RnB,test
771,fma_medium/000/000771.mp3,Soul-RnB,test
772,fma_medium/000/000772.mp3,Soul-RnB,test
773,fma_medium/000/000773.mp3,Soul-RnB,test
774,fma_medium/000/000774.mp3,Soul-RnB,test
775,fma_medium/000/000775.mp3,Soul-RnB,test
776,fma_medium/000/000776.mp3,Soul-RnB,test
777,fma_medium/000/000777.mp3,Rock,train
814,fma_medium/000/000814.mp3,Folk,train
819,fma_medium/000/000819.mp3,Experimental,train
820,fma_medium/000/000820.mp3,Experimental,train
821,fma_medium/000/000821.mp3,Pop,train
822,fma_medium/000/000822.mp3,Pop,train
823,fma_medium/000/000823.mp3,Pop,train
824,fma_medium/000/000824.mp3,Rock,train
825,fma_medium/000/000825.mp3,Rock,train
826,fma_medium/000/000826.mp3,Rock,train
829,fma_medium/000/000829.mp3,Rock,train
830,fma_medium/000/000830.mp3,Rock,train
831,fma_medium/000/000831.mp3,Jazz,train
832,fma_medium/000/000832.mp3,Jazz,train
833,fma_medium/000/000833.mp3,Jazz,train
834,fma_medium/000/000834.mp3,Jazz,train
835,fma_medium/000/000835.mp3,Jazz,train
853,fma_medium/000/000853.mp3,International,train
854,fma_medium/000/000854.mp3,Experimental,test
855,fma_medium/000/000855.mp3,Rock,train
858,fma_medium/000/000858.mp3,Rock,train
861,fma_medium/000/000861.mp3,Rock,train
863,fma_medium/000/000863.mp3,Rock,train
868,fma_medium/000/000868.mp3,Experimental,train
878,fma_medium/000/000878.mp3,Electronic,train
881,fma_medium/000/000881.mp3,Electronic,train
889,fma_medium/000/000889.mp3,Electronic,train
890,fma_medium/000/000890.mp3,Folk,test
891,fma_medium/000/000891.mp3,Folk,test
892,fma_medium/000/000892.mp3,Folk,test
893,fma_medium/000/000893.mp3,Folk,test
894,fma_medium/000/000894.mp3,Folk,test
895,fma_medium/000/000895.mp3,Folk,test
896,fma_medium/000/000896.mp3,Rock,train
897,fma_medium/000/000897.mp3,Experimental,train
898,fma_medium/000/000898.mp3,Experimental,train
992,fma_medium/000/000992.mp3,Rock,train
993,fma_medium/000/000993.mp3,Rock,validation
995,fma_medium/000/000995.mp3,Experimental,train
997,fma_medium/000/000997.mp3,Experimental,train
998,fma_medium/000/000998.mp3,Experimental,train
1014,fma_medium/001/001014.mp3,Rock,validation
1015,fma_medium/001/001015.mp3,Rock,validation
1016,fma_medium/001/001016.mp3,Rock,validation
1017,fma_medium/001/001017.mp3,Rock,validation
1018,fma_medium/001/001018.mp3,Rock,validation
1022,fma_medium/001/001022.mp3,Jazz,train
1023,fma_medium/001/001023.mp3,Jazz,train
1028,fma_medium/001/001028.mp3,Rock,train
1029,fma_medium/001/001029.mp3,Rock,train
1039,fma_medium/001/001039.mp3,Rock,train
1040,fma_medium/001/001040.mp3,Rock,train
1041,fma_medium/001/001041.mp3,Rock,train
1042,fma_medium/001/001042.mp3,Blues,test
1043,fma_medium/001/001043.mp3,Blues,test
1044,fma_medium/001/001044.mp3,Blues,test
1045,fma_medium/001/001045.mp3,Blues,test
1046,fma_medium/001/001046.mp3,Blues,test
1047,fma_medium/001/001047.mp3,Blues,test
1048,fma_medium/001/001048.mp3,Blues,test
1052,fma_medium/001/001052.mp3,Rock,train
1058,fma_medium/001/001058.mp3,Jazz,train
1059,fma_medium/001/001059.mp3,Jazz,train
1060,fma_medium/001/001060.mp3,Jazz,train
1061,fma_medium/001/001061.mp3,Jazz,train
1063,fma_medium/001/001063.mp3,Jazz,train
1064,fma_medium/001/001064.mp3,Jazz,train
1066,fma_medium/001/001066.mp3,Experimental,test
1068,fma_medium/001/001068.mp3,Experimental,test
1069,fma_medium/001/001069.mp3,Experimental,test
1071,fma_medium/001/001071.mp3,Experimental,test
1072,fma_medium/001/001072.mp3,Experimental,test
1073,fma_medium/001/001073.mp3,Experimental,test
1075,fma_medium/001/001075.mp3,Experimental,test
1082,fma_medium/001/001082.mp3,International,train
1083,fma_medium/001/001083.mp3,Experimental,train
1085,fma_medium/001/001085.mp3,Electronic,validation
1086,fma_medium/001/001086.mp3,Electronic,validation
1087,fma_medium/001/001087.mp3,Rock,validation
1088,fma_medium/001/001088.mp3,Electronic,validation
1089,fma_medium/001/001089.mp3,Electronic,validation
1093,fma_medium/001/001093.mp3,Experimental,train
1095,fma_medium/001/001095.mp3,Experimental,train
1102,fma_medium/001/001102.mp3,Rock,train
1105,fma_medium/001/001105.mp3,Rock,train
1106,fma_medium/001/001106.mp3,Rock,train
1107,fma_medium/001/001107.mp3,Rock,train
1108,fma_medium/001/001108.mp3,Rock,train
1117,fma_medium/001/001117.mp3,Rock,validation
1118,fma_medium/001/001118.mp3,Rock,validation
1121,fma_medium/001/001121.mp3,Electronic,train
1123,fma_medium/001/001123.mp3,Rock,train
1125,fma_medium/001/001125.mp3,Rock,train
1126,fma_medium/001/001126.mp3,Rock,train
1130,fma_medium/001/001130.mp3,Rock,train
1131,fma_medium/001/001131.mp3,Rock,train
1138,fma_medium/001/001138.mp3,Rock,validation
1147,fma_medium/001/001147.mp3,Rock,train
1148,fma_medium/001/001148.mp3,Rock,train
1149,fma_medium/001/001149.mp3,Rock,train
1150,fma_medium/001/001150.mp3,Rock,train
1151,fma_medium/001/001151.mp3,Jazz,train
1152,fma_medium/001/001152.mp3,Jazz,train
1153,fma_medium/001/001153.mp3,Jazz,train
1154,fma_medium/001/001154.mp3,Jazz,train
1155,fma_medium/001/001155.mp3,Jazz,train
1156,fma_medium/001/001156.mp3,Rock,train
1157,fma_medium/001/001157.mp3,Rock,train
1161,fma_medium/001/001161.mp3,Rock,train
1162,fma_medium/001/001162.mp3,Rock,train
1165,fma_medium/001/001165.mp3,Rock,train
1179,fma_medium/001/001179.mp3,Rock,train
1183,fma_medium/001/001183.mp3,Rock,train
1193,fma_medium/001/001193.mp3,Folk,train
1195,fma_medium/001/001195.mp3,Folk,train
1196,fma_medium/001/001196.mp3,Folk,train
1197,fma_medium/001/001197.mp3,Folk,train
1199,fma_medium/001/001199.mp3,Folk,train
1201,fma_medium/001/001201.mp3,Rock,train
1202,fma_medium/001/001202.mp3,Rock,train
1203,fma_medium/001/001203.mp3,Rock,train
1204,fma_medium/001/001204.mp3,Rock,train
1249,fma_medium/001/001249.mp3,Experimental,test
1259,fma_medium/001/001259.mp3,Experimental,test
1270,fma_medium/001/001270.mp3,Rock,train
1276,fma_medium/001/001276.mp3,Experimental,train
1277,fma_medium/001/001277.mp3,Experimental,train
1278,fma_medium/001/001278.mp3,Experimental,train
1279,fma_medium/001/001279.mp3,Rock,validation
1280,fma_medium/001/001280.mp3,Rock,validation
1289,fma_medium/001/001289.mp3,Rock,validation
1290,fma_medium/001/001290.mp3,Rock,validation
1292,fma_medium/001/001292.mp3,Rock,validation
1298,fma_medium/001/001298.mp3,Rock,validation
1311,fma_medium/001/001311.mp3,Folk,train
1339,fma_medium/001/001339.mp3,Electronic,train
1354,fma_medium/001/001354.mp3,Rock,train
1356,fma_medium/001/001356.mp3,Rock,train
1358,fma_medium/001/001358.mp3,Rock,train
1360,fma_medium/001/001360.mp3,Rock,train
1361,fma_medium/001/001361.mp3,Rock,train
1363,fma_medium/001/001363.mp3,Rock,train
1366,fma_medium/001/001366.mp3,Rock,train
1382,fma_medium/001/001382.mp3,Rock,validation
1383,fma_medium/001/001383.mp3,Rock,validation
1413,fma_medium/001/001413.mp3,Rock,train
1416,fma_medium/001/001416.mp3,Rock,train
1417,fma_medium/001/001417.mp3,Rock,train
1418,fma_medium/001/001418.mp3,Rock,train
1419,fma_medium/001/001419.mp3,Rock,train
1427,fma_medium/001/001427.mp3,Rock,train
1443,fma_medium/001/001443.mp3,Experimental,train
1450,fma_medium/001/001450.mp3,Rock,train
1451,fma_medium/001/001451.mp3,Rock,train
1481,fma_medium/001/001481.mp3,Electronic,train
1482,fma_medium/001/001482.mp3,Electronic,train
1483,fma_medium/001/001483.mp3,Electronic,train
1485,fma_medium/001/001485.mp3,Electronic,train
1486,fma_medium/001/001486.mp3,Electronic,train
1498,fma_medium/001/001498.mp3,Experimental,train
1510,fma_medium/001/001510.mp3,Experimental,train
1526,fma_medium/001/001526.mp3,Rock,train
1528,fma_medium/001/001528.mp3,Rock,train
1534,fma_medium/001/001534.mp3,Rock,train
1544,fma_medium/001/001544.mp3,Folk,train
1545,fma_medium/001/001545.mp3,Folk,train
1547,fma_medium/001/001547.mp3,Electronic,train
1548,fma_medium/001/001548.mp3,Electronic,train
1550,fma_medium/001/001550.mp3,Electronic,train
1551,fma_medium/001/001551.mp3,Electronic,train
1552,fma_medium/001/001552.mp3,Electronic,train
1553,fma_medium/001/001553.mp3,Electronic,train
1554,fma_medium/001/001554.mp3,Electronic,train
1555,fma_medium/001/001555.mp3,Electronic,train
1556,fma_medium/001/001556.mp3,Electronic,train
1559,fma_medium/001/001559.mp3,Experimental,train
1607,fma_medium/001/001607.mp3,Rock,train
1634,fma_medium/001/001634.mp3,Electronic,train
1635,fma_medium/001/001635.mp3,Electronic,train
1638,fma_medium/001/001638.mp3,Electronic,train
1640,fma_medium/001/001640.mp3,Electronic,train
1642,fma_medium/001/001642.mp3,Pop,train
1644,fma_medium/001/001644.mp3,Pop,train
1649,fma_medium/001/001649.mp3,Pop,train
1652,fma_medium/001/001652.mp3,Pop,train
1661,fma_medium/001/001661.mp3,Pop,train
1663,fma_medium/001/001663.mp3,Pop,train
1666,fma_medium/001/001666.mp3,Pop,train
1671,fma_medium/001/001671.mp3,Experimental,train
1673,fma_medium/001/001673.mp3,Experimental,train
1674,fma_medium/001/001674.mp3,Experimental,train
1677,fma_medium/001/001677.mp3,Electronic,train
1678,fma_medium/001/001678.mp3,Electronic,train
1680,fma_medium/001/001680.mp3,International,train
1681,fma_medium/001/001681.mp3,International,train
1682,fma_medium/001/001682.mp3,International,train
1683,fma_medium/001/001683.mp3,International,train
1684,fma_medium/001/001684.mp3,International,train
1685,fma_medium/001/001685.mp3,International,train
1686,fma_medium/001/001686.mp3,International,train
1687,fma_medium/001/001687.mp3,International,train
1688,fma_medium/001/001688.mp3,International,train
1689,fma_medium/001/001689.mp3,International,train
1701,fma_medium/001/001701.mp3,Folk,train
1702,fma_medium/001/001702.mp3,Folk,train
1703,fma_medium/001/001703.mp3,Folk,train
1704,fma_medium/001/001704.mp3,Folk,train
1705,fma_medium/001/001705.mp3,Folk,train
1706,fma_medium/001/001706.mp3,Rock,train
1720,fma_medium/001/001720.mp3,Rock,train
1730,fma_medium/001/001730.mp3,Rock,train
1732,fma_medium/001/001732.mp3,Experimental,train
1733,fma_medium/001/001733.mp3,Experimental,train
1734,fma_medium/001/001734.mp3,Experimental,train
1735,fma_medium/001/001735.mp3,Experimental,train
1736,fma_medium/001/001736.mp3,Experimental,train
1738,fma_medium/001/001738.mp3,Experimental,train
1739,fma_medium/001/001739.mp3,Experimental,train
1783,fma_medium/001/001783.mp3,Rock,train
1793,fma_medium/001/001793.mp3,Rock,train
1797,fma_medium/001/001797.mp3,Rock,train
1799,fma_medium/001/001799.mp3,Rock,train
1804,fma_medium/001/001804.mp3,Rock,train
1810,fma_medium/001/001810.mp3,Rock,train
1822,fma_medium/001/001822.mp3,Rock,train
1831,fma_medium/001/001831.mp3,Rock,train
1836,fma_medium/001/001836.mp3,Rock,train
1837,fma_medium/001/001837.mp3,Rock,train
1883,fma_medium/001/001883.mp3,Rock,train
1884,fma_medium/001/001884.mp3,Rock,train
1888,fma_medium/001/001888.mp3,Rock,train
1889,fma_medium/001/001889.mp3,Rock,train
1890,fma_medium/001/001890.mp3,Rock,train
1891,fma_medium/001/001891.mp3,Rock,train
1893,fma_medium/001/001893.mp3,Folk,validation
1894,fma_medium/001/001894.mp3,Folk,validation
1896,fma_medium/001/001896.mp3,Folk,validation
1898,fma_medium/001/001898.mp3,Rock,train
1899,fma_medium/001/001899.mp3,Rock,train
1900,fma_medium/001/001900.mp3,Rock,train
1901,fma_medium/001/001901.mp3,Rock,train
1916,fma_medium/001/001916.mp3,Folk,train
1924,fma_medium/001/001924.mp3,Folk,train
1925,fma_medium/001/001925.mp3,Folk,train
1926,fma_medium/001/001926.mp3,Folk,train
1929,fma_medium/001/001929.mp3,Experimental,train
1930,fma_medium/001/001930.mp3,Rock,train
1940,fma_medium/001/001940.mp3,Rock,validation
1941,fma_medium/001/001941.mp3,Rock,validation
1944,fma_medium/001/001944.mp3,Rock,validation
1963,fma_medium/001/001963.mp3,Jazz,train
1964,fma_medium/001/001964.mp3,Jazz,train
1965,fma_medium/001/001965.mp3,Jazz,train
1966,fma_medium/001/001966.mp3,Jazz,train
1967,fma_medium/001/001967.mp3,Jazz,train
1995,fma_medium/001/001995.mp3,Rock,train
1996,fma_medium/001/001996.mp3,Jazz,train
2012,fma_medium/002/002012.mp3,Experimental,validation
2096,fma_medium/002/002096.mp3,Experimental,train
2097,fma_medium/002/002097.mp3,Folk,train
2099,fma_medium/002/002099.mp3,Pop,train
2125,fma_medium/002/002125.mp3,Rock,train
3263,fma_medium/003/003263.mp3,Folk,validation
3264,fma_medium/003/003264.mp3,Folk,validation
3265,fma_medium/003/003265.mp3,Folk,validation
3266,fma_medium/003/003266.mp3,Folk,validation
3268,fma_medium/003/003268.mp3,Electronic,validation
3270,fma_medium/003/003270.mp3,Folk,train
3271,fma_medium/003/003271.mp3,Folk,train
3272,fma_medium/003/003272.mp3,Folk,train
3273,fma_medium/003/003273.mp3,Folk,train
3274,fma_medium/003/003274.mp3,Folk,train
3401,fma_medium/003/003401.mp3,Rock,train
3446,fma_medium/003/003446.mp3,Spoken,train
3449,fma_medium/003/003449.mp3,Spoken,train
3450,fma_medium/003/003450.mp3,Spoken,train
3452,fma_medium/003/003452.mp3,Electronic,train
3453,fma_medium/003/003453.mp3,Electronic,train
3454,fma_medium/003/003454.mp3,Electronic,train
3455,fma_medium/003/003455.mp3,Electronic,train
3458,fma_medium/003/003458.mp3,Electronic,train
3459,fma_medium/003/003459.mp3,Country,train
3460,fma_medium/003/003460.mp3,Country,train
3461,fma_medium/003/003461.mp3,Country,train
3462,fma_medium/003/003462.mp3,Country,train
3463,fma_medium/003/003463.mp3,Country,train
3464,fma_medium/003/003464.mp3,Country,train
3465,fma_medium/003/003465.mp3,Country,train
3467,fma_medium/003/003467.mp3,Rock,train
3468,fma_medium/003/003468.mp3,Rock,train
3469,fma_medium/003/003469.mp3,Rock,train
3470,fma_medium/003/003470.mp3,Rock,train
3472,fma_medium/003/003472.mp3,Rock,train
3473,fma_medium/003/003473.mp3,Rock,train
3475,fma_medium/003/003475.mp3,Rock,train
3476,fma_medium/003/003476.mp3,Rock,train
3477,fma_medium/003/003477.mp3,Rock,train
3478,fma_medium/003/003478.mp3,Rock,train
3479,fma_medium/003/003479.mp3,Rock,train
3489,fma_medium/003/003489.mp3,Rock,train
3490,fma_medium/003/003490.mp3,Rock,train
3491,fma_medium/003/003491.mp3,Rock,train
3492,fma_medium/003/003492.mp3,Rock,train
3493,fma_medium/003/003493.mp3,Rock,train
3495,fma_medium/003/003495.mp3,Rock,train
3497,fma_medium/003/003497.mp3,Rock,train
3499,fma_medium/003/003499.mp3,Rock,train
3501,fma_medium/003/003501.mp3,Rock,train
3502,fma_medium/003/003502.mp3,Rock,train
3503,fma_medium/003/003503.mp3,Rock,train
3504,fma_medium/003/003504.mp3,Rock,train
3505,fma_medium/003/003505.mp3,Rock,train
3514,fma_medium/003/003514.mp3,Rock,train
3515,fma_medium/003/003515.mp3,Rock,train
3516,fma_medium/003/003516.mp3,Rock,train
3517,fma_medium/003/003517.mp3,Rock,train
3518,fma_medium/003/003518.mp3,Rock,train
3519,fma_medium/003/003519.mp3,Rock,train
3520,fma_medium/003/003520.mp3,Rock,train
3521,fma_medium/003/003521.mp3,Rock,train
3522,fma_medium/003/003522.mp3,Rock,train
3532,fma_medium/003/003532.mp3,Pop,train
3533,fma_medium/003/003533.mp3,Pop,train
3534,fma_medium/003/003534.mp3,Pop,train
3535,fma_medium/003/003535.mp3,Pop,train
3536,fma_medium/003/003536.mp3,Pop,train
3537,fma_medium/003/003537.mp3,Pop,train
3538,fma_medium/003/003538.mp3,Pop,train
3551,fma_medium/003/003551.mp3,Rock,train
3552,fma_medium/003/003552.mp3,Rock,train
3557,fma_medium/003/003557.mp3,Electronic,train
3558,fma_medium/003/003558.mp3,Electronic,train
3559,fma_medium/003/003559.mp3,Electronic,train
3560,fma_medium/003/003560.mp3,Electronic,train
3561,fma_medium/003/003561.mp3,Electronic,train
3563,fma_medium/003/003563.mp3,Electronic,train
3564,fma_medium/003/003564.mp3,Electronic,train
3566,fma_medium/003/003566.mp3,Electronic,train
3567,fma_medium/003/003567.mp3,Electronic,train
3568,fma_medium/003/003568.mp3,Electronic,train
3569,fma_medium/003/003569.mp3,Electronic,train
3570,fma_medium/003/003570.mp3,Electronic,train
3571,fma_medium/003/003571.mp3,Electronic,train
3572,fma_medium/003/003572.mp3,Electronic,train
3573,fma_medium/003/003573.mp3,Electronic,train
3574,fma_medium/003/003574.mp3,Electronic,train
3579,fma_medium/003/003579.mp3,Rock,validation
3580,fma_medium/003/003580.mp3,Rock,validation
3581,fma_medium/003/003581.mp3,Rock,validation
3582,fma_medium/003/003582.mp3,Rock,validation
3583,fma_medium/003/003583.mp3,Rock,validation
3584,fma_medium/003/003584.mp3,Rock,validation
3585,fma_medium/003/003585.mp3,Rock,validation
3598,fma_medium/003/003598.mp3,Folk,train
3603,fma_medium/003/003603.mp3,Rock,train
3604,fma_medium/003/003604.mp3,Rock,train
3606,fma_medium/003/003606.mp3,Rock,train
3609,fma_medium/003/003609.mp3,Rock,train
3612,fma_medium/003/003612.mp3,Rock,test
3613,fma_medium/003/003613.mp3,Rock,test
3614,fma_medium/003/003614.mp3,Rock,test
3616,fma_medium/003/003616.mp3,Rock,test
3618,fma_medium/003/003618.mp3,Rock,test
3620,fma_medium/003/003620.mp3,Rock,test
3624,fma_medium/003/003624.mp3,Rock,test
3626,fma_medium/003/003626.mp3,Rock,validation
3638,fma_medium/003/003638.mp3,Rock,train
3681,fma_medium/003/003681.mp3,Rock,train
3696,fma_medium/003/003696.mp3,Rock,train
3698,fma_medium/003/003698.mp3,Rock,train
3707,fma_medium/003/003707.mp3,Folk,train
3708,fma_medium/003/003708.mp3,Folk,train
3720,fma_medium/003/003720.mp3,Rock,train
3721,fma_medium/003/003721.mp3,Rock,train
3722,fma_medium/003/003722.mp3,Rock,train
3723,fma_medium/003/003723.mp3,Rock,train
3724,fma_medium/003/003724.mp3,Rock,train
3725,fma_medium/003/003725.mp3,Rock,train
3727,fma_medium/003/003727.mp3,Rock,train
3761,fma_medium/003/003761.mp3,Rock,train
3762,fma_medium/003/003762.mp3,Rock,train
3763,fma_medium/003/003763.mp3,Rock,train
3765,fma_medium/003/003765.mp3,Rock,train
3766,fma_medium/003/003766.mp3,Rock,train
3775,fma_medium/003/003775.mp3,International,train
3776,fma_medium/003/003776.mp3,International,train
3777,fma_medium/003/003777.mp3,International,train
3778,fma_medium/003/003778.mp3,International,train
3779,fma_medium/003/003779.mp3,International,train
3812,fma_medium/003/003812.mp3,Rock,train
3832,fma_medium/003/003832.mp3,Folk,train
3833,fma_medium/003/003833.mp3,Rock,train
3834,fma_medium/003/003834.mp3,Rock,train
3835,fma_medium/003/003835.mp3,Rock,train
3836,fma_medium/003/003836.mp3,Rock,train
3839,fma_medium/003/003839.mp3,Rock,train
3840,fma_medium/003/003840.mp3,Rock,train
3842,fma_medium/003/003842.mp3,Blues,test
3854,fma_medium/003/003854.mp3,Rock,train
3855,fma_medium/003/003855.mp3,Rock,train
3856,fma_medium/003/003856.mp3,Rock,train
3857,fma_medium/003/003857.mp3,Rock,train
3859,fma_medium/003/003859.mp3,Rock,train
3861,fma_medium/003/003861.mp3,Rock,train
3862,fma_medium/003/003862.mp3,Rock,train
3863,fma_medium/003/003863.mp3,Rock,train
3880,fma_medium/003/003880.mp3,Folk,train
3895,fma_medium/003/003895.mp3,International,train
3896,fma_medium/003/003896.mp3,International,train
3904,fma_medium/003/003904.mp3,Folk,train
3905,fma_medium/003/003905.mp3,Folk,train
3906,fma_medium/003/003906.mp3,Folk,train
3908,fma_medium/003/003908.mp3,Folk,train
3909,fma_medium/003/003909.mp3,Folk,train
3910,fma_medium/003/003910.mp3,Folk,train
3911,fma_medium/003/003911.mp3,Folk,train
