track_id,genre,audio_path
822,Pop,fma_medium/000/000822.mp3
823,Pop,fma_medium/000/000823.mp3
824,Rock,fma_medium/000/000824.mp3
825,Rock,fma_medium/000/000825.mp3
826,Rock,fma_medium/000/000826.mp3
829,Rock,fma_medium/000/000829.mp3
830,Rock,fma_medium/000/000830.mp3
831,Jazz,fma_medium/000/000831.mp3
832,Jazz,fma_medium/000/000832.mp3
833,Jazz,fma_medium/000/000833.mp3
834,Jazz,fma_medium/000/000834.mp3
835,Jazz,fma_medium/000/000835.mp3
853,International,fma_medium/000/000853.mp3
854,Experimental,fma_medium/000/000854.mp3
855,Rock,fma_medium/000/000855.mp3
858,Rock,fma_medium/000/000858.mp3
861,Rock,fma_medium/000/000861.mp3
863,Rock,fma_medium/000/000863.mp3
868,Experimental,fma_medium/000/000868.mp3
878,Electronic,fma_medium/000/000878.mp3
881,Electronic,fma_medium/000/000881.mp3
889,Electronic,fma_medium/000/000889.mp3
890,Folk,fma_medium/000/000890.mp3
891,Folk,fma_medium/000/000891.mp3
892,Folk,fma_medium/000/000892.mp3
893,Folk,fma_medium/000/000893.mp3
894,Folk,fma_medium/000/000894.mp3
895,Folk,fma_medium/000/000895.mp3
896,Rock,fma_medium/000/000896.mp3
897,Experimental,fma_medium/000/000897.mp3
898,Experimental,fma_medium/000/000898.mp3
992,Rock,fma_medium/000/000992.mp3
993,Rock,fma_medium/000/000993.mp3
995,Experimental,fma_medium/000/000995.mp3
997,Experimental,fma_medium/000/000997.mp3
998,Experimental,fma_medium/000/000998.mp3
1014,Rock,fma_medium/001/001014.mp3
1015,Rock,fma_medium/001/001015.mp3
1016,Rock,fma_medium/001/001016.mp3
1017,Rock,fma_medium/001/001017.mp3
1018,Rock,fma_medium/001/001018.mp3
1022,Jazz,fma_medium/001/001022.mp3
1023,Jazz,fma_medium/001/001023.mp3
1028,Rock,fma_medium/001/001028.mp3
1029,Rock,fma_medium/001/001029.mp3
1039,Rock,fma_medium/001/001039.mp3
1040,Rock,fma_medium/001/001040.mp3
1041,Rock,fma_medium/001/001041.mp3
1042,Blues,fma_medium/001/001042.mp3
1043,Blues,fma_medium/001/001043.mp3
1044,Blues,fma_medium/001/001044.mp3
1045,Blues,fma_medium/001/001045.mp3
1046,Blues,fma_medium/001/001046.mp3
1047,Blues,fma_medium/001/001047.mp3
1048,Blues,fma_medium/001/001048.mp3
1052,Rock,fma_medium/001/001052.mp3
1058,Jazz,fma_medium/001/001058.mp3
1059,Jazz,fma_medium/001/001059.mp3
1060,Jazz,fma_medium/001/001060.mp3
1061,Jazz,fma_medium/001/001061.mp3
1063,Jazz,fma_medium/001/001063.mp3
1064,Jazz,fma_medium/001/001064.mp3
1066,Experimental,fma_medium/001/001066.mp3
1068,Experimental,fma_medium/001/001068.mp3
1069,Experimental,fma_medium/001/001069.mp3
1071,Experimental,fma_medium/001/001071.mp3
1072,Experimental,fma_medium/001/001072.mp3
1073,Experimental,fma_medium/001/001073.mp3
1075,Experimental,fma_medium/001/001075.mp3
1082,International,fma_medium/001/001082.mp3
1083,Experimental,fma_medium/001/001083.mp3
1085,Electronic,fma_medium/001/001085.mp3
1086,Electronic,fma_medium/001/001086.mp3
1087,Rock,fma_medium/001/001087.mp3
1088,Electronic,fma_medium/001/001088.mp3
1089,Electronic,fma_medium/001/001089.mp3
1093,Experimental,fma_medium/001/001093.mp3
1095,Experimental,fma_medium/001/001095.mp3
1102,Rock,fma_medium/001/001102.mp3
1105,Rock,fma_medium/001/001105.mp3
1106,Rock,fma_medium/001/001106.mp3
1107,Rock,fma_medium/001/001107.mp3
1108,Rock,fma_medium/001/001108.mp3
1117,Rock,fma_medium/001/001117.mp3
1118,Rock,fma_medium/001/001118.mp3
1121,Electronic,fma_medium/001/001121.mp3
1123,Rock,fma_medium/001/001123.mp3
1125,Rock,fma_medium/001/001125.mp3
1126,Rock,fma_medium/001/001126.mp3
1130,Rock,fma_medium/001/001130.mp3
1131,Rock,fma_medium/001/001131.mp3
1138,Rock,fma_medium/001/001138.mp3
1147,Rock,fma_medium/001/001147.mp3
1148,Rock,fma_medium/001/001148.mp3
1149,Rock,fma_medium/001/001149.mp3
1150,Rock,fma_medium/001/001150.mp3
1151,Jazz,fma_medium/001/001151.mp3
1152,Jazz,fma_medium/001/001152.mp3
1153,Jazz,fma_medium/001/001153.mp3
1154,Jazz,fma_medium/001/001154.mp3
1155,Jazz,fma_medium/001/001155.mp3
1156,Rock,fma_medium/001/001156.mp3
1157,Rock,fma_medium/001/001157.mp3
1161,Rock,fma_medium/001/001161.mp3
1162,Rock,fma_medium/001/001162.mp3
1165,Rock,fma_medium/001/001165.mp3
1179,Rock,fma_medium/001/001179.mp3
1183,Rock,fma_medium/001/001183.mp3
1193,Folk,fma_medium/001/001193.mp3
1195,Folk,fma_medium/001/001195.mp3
1196,Folk,fma_medium/001/001196.mp3
1197,Folk,fma_medium/001/001197.mp3
1199,Folk,fma_medium/001/001199.mp3
1201,Rock,fma_medium/001/001201.mp3
1202,Rock,fma_medium/001/001202.mp3
1203,Rock,fma_medium/001/001203.mp3
1204,Rock,fma_medium/001/001204.mp3
1249,Experimental,fma_medium/001/001249.mp3
1259,Experimental,fma_medium/001/001259.mp3
1270,Rock,fma_medium/001/001270.mp3
1276,Experimental,fma_medium/001/001276.mp3
1277,Experimental,fma_medium/001/001277.mp3
1278,Experimental,fma_medium/001/001278.mp3
1279,Rock,fma_medium/001/001279.mp3
1280,Rock,fma_medium/001/001280.mp3
1289,Rock,fma_medium/001/001289.mp3
1290,Rock,fma_medium/001/001290.mp3
1292,Rock,fma_medium/001/001292.mp3
1298,Rock,fma_medium/001/001298.mp3
1311,Folk,fma_medium/001/001311.mp3
1339,Electronic,fma_medium/001/001339.mp3
1354,Rock,fma_medium/001/001354.mp3
1356,Rock,fma_medium/001/001356.mp3
1358,Rock,fma_medium/001/001358.mp3
1360,Rock,fma_medium/001/001360.mp3
1361,Rock,fma_medium/001/001361.mp3
1363,Rock,fma_medium/001/001363.mp3
1366,Rock,fma_medium/001/001366.mp3
1382,Rock,fma_medium/001/001382.mp3
1383,Rock,fma_medium/001/001383.mp3
1413,Rock,fma_medium/001/001413.mp3
1416,Rock,fma_medium/001/001416.mp3
1417,Rock,fma_medium/001/001417.mp3
1418,Rock,fma_medium/001/001418.mp3
1419,Rock,fma_medium/001/001419.mp3
1427,Rock,fma_medium/001/001427.mp3
1443,Experimental,fma_medium/001/001443.mp3
1450,Rock,fma_medium/001/001450.mp3
1451,Rock,fma_medium/001/001451.mp3
1481,Electronic,fma_medium/001/001481.mp3
1482,Electronic,fma_medium/001/001482.mp3
1483,Electronic,fma_medium/001/001483.mp3
1485,Electronic,fma_medium/001/001485.mp3
1486,Electronic,fma_medium/001/001486.mp3
1498,Experimental,fma_medium/001/001498.mp3
1510,Experimental,fma_medium/001/001510.mp3
1526,Rock,fma_medium/001/001526.mp3
1528,Rock,fma_medium/001/001528.mp3
1534,Rock,fma_medium/001/001534.mp3
1544,Folk,fma_medium/001/001544.mp3
1545,Folk,fma_medium/001/001545.mp3
1547,Electronic,fma_medium/001/001547.mp3
1548,Electronic,fma_medium/001/001548.mp3
1550,Electronic,fma_medium/001/001550.mp3
1551,Electronic,fma_medium/001/001551.mp3
1552,Electronic,fma_medium/001/001552.mp3
1553,Electronic,fma_medium/001/001553.mp3
1554,Electronic,fma_medium/001/001554.mp3
1555,Electronic,fma_medium/001/001555.mp3
1556,Electronic,fma_medium/001/001556.mp3
1559,Experimental,fma_medium/001/001559.mp3
1607,Rock,fma_medium/001/001607.mp3
1634,Electronic,fma_medium/001/001634.mp3
1635,Electronic,fma_medium/001/001635.mp3
1638,Electronic,fma_medium/001/001638.mp3
1640,Electronic,fma_medium/001/001640.mp3
1642,Pop,fma_medium/001/001642.mp3
1644,Pop,fma_medium/001/001644.mp3
1649,Pop,fma_medium/001/001649.mp3
1652,Pop,fma_medium/001/001652.mp3
1661,Pop,fma_medium/001/001661.mp3
1663,Pop,fma_medium/001/001663.mp3
1666,Pop,fma_medium/001/001666.mp3
1671,Experimental,fma_medium/001/001671.mp3
1673,Experimental,fma_medium/001/001673.mp3
1674,Experimental,fma_medium/001/001674.mp3
1677,Electronic,fma_medium/001/001677.mp3
1678,Electronic,fma_medium/001/001678.mp3
1680,International,fma_medium/001/001680.mp3
1681,International,fma_medium/001/001681.mp3
1682,International,fma_medium/001/001682.mp3
1683,International,fma_medium/001/001683.mp3
1684,International,fma_medium/001/001684.mp3
1685,International,fma_medium/001/001685.mp3
1686,International,fma_medium/001/001686.mp3
1687,International,fma_medium/001/001687.mp3
1688,International,fma_medium/001/001688.mp3
1689,International,fma_medium/001/001689.mp3
1701,Folk,fma_medium/001/001701.mp3
1702,Folk,fma_medium/001/001702.mp3
1703,Folk,fma_medium/001/001703.mp3
1704,Folk,fma_medium/001/001704.mp3
1705,Folk,fma_medium/001/001705.mp3
1706,Rock,fma_medium/001/001706.mp3
1720,Rock,fma_medium/001/001720.mp3
1730,Rock,fma_medium/001/001730.mp3
1732,Experimental,fma_medium/001/001732.mp3
1733,Experimental,fma_medium/001/001733.mp3
1734,Experimental,fma_medium/001/001734.mp3
1735,Experimental,fma_medium/001/001735.mp3
1736,Experimental,fma_medium/001/001736.mp3
1738,Experimental,fma_medium/001/001738.mp3
1739,Experimental,fma_medium/001/001739.mp3
1783,Rock,fma_medium/001/001783.mp3
1793,Rock,fma_medium/001/001793.mp3
1797,Rock,fma_medium/001/001797.mp3
1799,Rock,fma_medium/001/001799.mp3
1804,Rock,fma_medium/001/001804.mp3
1810,Rock,fma_medium/001/001810.mp3
1822,Rock,fma_medium/001/001822.mp3
1831,Rock,fma_medium/001/001831.mp3
1836,Rock,fma_medium/001/001836.mp3
1837,Rock,fma_medium/001/001837.mp3
1883,Rock,fma_medium/001/001883.mp3
1884,Rock,fma_medium/001/001884.mp3
1888,Rock,fma_medium/001/001888.mp3
1889,Rock,fma_medium/001/001889.mp3
1890,Rock,fma_medium/001/001890.mp3
1891,Rock,fma_medium/001/001891.mp3
1893,Folk,fma_medium/001/001893.mp3
1894,Folk,fma_medium/001/001894.mp3
1896,Folk,fma_medium/001/001896.mp3
1898,Rock,fma_medium/001/001898.mp3
1899,Rock,fma_medium/001/001899.mp3
1900,Rock,fma_medium/001/001900.mp3
1901,Rock,fma_medium/001/001901.mp3
1916,Folk,fma_medium/001/001916.mp3
1924,Folk,fma_medium/001/001924.mp3
1925,Folk,fma_medium/001/001925.mp3
1926,Folk,fma_medium/001/001926.mp3
1929,Experimental,fma_medium/001/001929.mp3
1930,Rock,fma_medium/001/001930.mp3
1940,Rock,fma_medium/001/001940.mp3
1941,Rock,fma_medium/001/001941.mp3
1944,Rock,fma_medium/001/001944.mp3
1963,Jazz,fma_medium/001/001963.mp3
1964,Jazz,fma_medium/001/001964.mp3
1965,Jazz,fma_medium/001/001965.mp3
1966,Jazz,fma_medium/001/001966.mp3
1967,Jazz,fma_medium/001/001967.mp3
1995,Rock,fma_medium/001/001995.mp3
1996,Jazz,fma_medium/001/001996.mp3
2012,Experimental,fma_medium/002/002012.mp3
2096,Experimental,fma_medium/002/002096.mp3
2097,Folk,fma_medium/002/002097.mp3
2099,Pop,fma_medium/002/002099.mp3
2125,Rock,fma_medium/002/002125.mp3
3263,Folk,fma_medium/003/003263.mp3
3264,Folk,fma_medium/003/003264.mp3
3265,Folk,fma_medium/003/003265.mp3
3266,Folk,fma_medium/003/003266.mp3
3268,Electronic,fma_medium/003/003268.mp3
3270,Folk,fma_medium/003/003270.mp3
3271,Folk,fma_medium/003/003271.mp3
3272,Folk,fma_medium/003/003272.mp3
3273,Folk,fma_medium/003/003273.mp3
3274,Folk,fma_medium/003/003274.mp3
3401,Rock,fma_medium/003/003401.mp3
3446,Spoken,fma_medium/003/003446.mp3
3449,Spoken,fma_medium/003/003449.mp3
3450,Spoken,fma_medium/003/003450.mp3
3452,Electronic,fma_medium/003/003452.mp3
3453,Electronic,fma_medium/003/003453.mp3
3454,Electronic,fma_medium/003/003454.mp3
3455,Electronic,fma_medium/003/003455.mp3
3458,Electronic,fma_medium/003/003458.mp3
3459,Country,fma_medium/003/003459.mp3
3460,Country,fma_medium/003/003460.mp3
3461,Country,fma_medium/003/003461.mp3
3462,Country,fma_medium/003/003462.mp3
3463,Country,fma_medium/003/003463.mp3
3464,Country,fma_medium/003/003464.mp3
3465,Country,fma_medium/003/003465.mp3
3467,Rock,fma_medium/003/003467.mp3
3468,Rock,fma_medium/003/003468.mp3
3469,Rock,fma_medium/003/003469.mp3
3470,Rock,fma_medium/003/003470.mp3
3472,Rock,fma_medium/003/003472.mp3
3473,Rock,fma_medium/003/003473.mp3
3475,Rock,fma_medium/003/003475.mp3
3476,Rock,fma_medium/003/003476.mp3
3477,Rock,fma_medium/003/003477.mp3
3478,Rock,fma_medium/003/003478.mp3
3479,Rock,fma_medium/003/003479.mp3
3489,Rock,fma_medium/003/003489.mp3
3490,Rock,fma_medium/003/003490.mp3
3491,Rock,fma_medium/003/003491.mp3
3492,Rock,fma_medium/003/003492.mp3
3493,Rock,fma_medium/003/003493.mp3
3495,Rock,fma_medium/003/003495.mp3
3497,Rock,fma_medium/003/003497.mp3
3499,Rock,fma_medium/003/003499.mp3
3501,Rock,fma_medium/003/003501.mp3
3502,Rock,fma_medium/003/003502.mp3
3503,Rock,fma_medium/003/003503.mp3
3504,Rock,fma_medium/003/003504.mp3
3505,Rock,fma_medium/003/003505.mp3
3514,Rock,fma_medium/003/003514.mp3
3515,Rock,fma_medium/003/003515.mp3
3516,Rock,fma_medium/003/003516.mp3
3517,Rock,fma_medium/003/003517.mp3
3518,Rock,fma_medium/003/003518.mp3
3519,Rock,fma_medium/003/003519.mp3
3520,Rock,fma_medium/003/003520.mp3
3521,Rock,fma_medium/003/003521.mp3
3522,Rock,fma_medium/003/003522.mp3
3532,Pop,fma_medium/003/003532.mp3
3533,Pop,fma_medium/003/003533.mp3
3534,Pop,fma_medium/003/003534.mp3
3535,Pop,fma_medium/003/003535.mp3
3536,Pop,fma_medium/003/003536.mp3
3537,Pop,fma_medium/003/003537.mp3
3538,Pop,fma_medium/003/003538.mp3
3551,Rock,fma_medium/003/003551.mp3
3552,Rock,fma_medium/003/003552.mp3
3557,Electronic,fma_medium/003/003557.mp3
3558,Electronic,fma_medium/003/003558.mp3
3559,Electronic,fma_medium/003/003559.mp3
3560,Electronic,fma_medium/003/003560.mp3
3561,Electronic,fma_medium/003/003561.mp3
3563,Electronic,fma_medium/003/003563.mp3
3564,Electronic,fma_medium/003/003564.mp3
3566,Electronic,fma_medium/003/003566.mp3
3567,Electronic,fma_medium/003/003567.mp3
3568,Electronic,fma_medium/003/003568.mp3
3569,Electronic,fma_medium/003/003569.mp3
3570,Electronic,fma_medium/003/003570.mp3
3571,Electronic,fma_medium/003/003571.mp3
3572,Electronic,fma_medium/003/003572.mp3
3573,Electronic,fma_medium/003/003573.mp3
3574,Electronic,fma_medium/003/003574.mp3
3579,Rock,fma_medium/003/003579.mp3
3580,Rock,fma_medium/003/003580.mp3
3581,Rock,fma_medium/003/003581.mp3
3582,Rock,fma_medium/003/003582.mp3
3583,Rock,fma_medium/003/003583.mp3
3584,Rock,fma_medium/003/003584.mp3
3585,Rock,fma_medium/003/003585.mp3
3598,Folk,fma_medium/003/003598.mp3
3603,Rock,fma_medium/003/003603.mp3
3604,Rock,fma_medium/003/003604.mp3
3606,Rock,fma_medium/003/003606.mp3
3609,Rock,fma_medium/003/003609.mp3
3612,Rock,fma_medium/003/003612.mp3
3613,Rock,fma_medium/003/003613.mp3
3614,Rock,fma_medium/003/003614.mp3
3616,Rock,fma_medium/003/003616.mp3
3618,Rock,fma_medium/003/003618.mp3
3620,Rock,fma_medium/003/003620.mp3
3624,Rock,fma_medium/003/003624.mp3
3626,Rock,fma_medium/003/003626.mp3
3638,Rock,fma_medium/003/003638.mp3
3681,Rock,fma_medium/003/003681.mp3
3696,Rock,fma_medium/003/003696.mp3
3698,Rock,fma_medium/003/003698.mp3
3707,Folk,fma_medium/003/003707.mp3
3708,Folk,fma_medium/003/003708.mp3
3720,Rock,fma_medium/003/003720.mp3
3721,Rock,fma_medium/003/003721.mp3
3722,Rock,fma_medium/003/003722.mp3
3723,Rock,fma_medium/003/003723.mp3
3724,Rock,fma_medium/003/003724.mp3
3725,Rock,fma_medium/003/003725.mp3
3727,Rock,fma_medium/003/003727.mp3
3761,Rock,fma_medium/003/003761.mp3
3762,Rock,fma_medium/003/003762.mp3
3763,Rock,fma_medium/003/003763.mp3
3765,Rock,fma_medium/003/003765.mp3
3766,Rock,fma_medium/003/003766.mp3
3775,International,fma_medium/003/003775.mp3
3776,International,fma_medium/003/003776.mp3
3777,International,fma_medium/003/003777.mp3
3778,International,fma_medium/003/003778.mp3
3779,International,fma_medium/003/003779.mp3
3812,Rock,fma_medium/003/003812.mp3
3832,Folk,fma_medium/003/003832.mp3
3833,Rock,fma_medium/003/003833.mp3
3834,Rock,fma_medium/003/003834.mp3
3835,Rock,fma_medium/003/003835.mp3
3836,Rock,fma_medium/003/003836.mp3
3839,Rock,fma_medium/003/003839.mp3
3840,Rock,fma_medium/003/003840.mp3
3842,Blues,fma_medium/003/003842.mp3
3854,Rock,fma_medium/003/003854.mp3
3855,Rock,fma_medium/003/003855.mp3
3856,Rock,fma_medium/003/003856.mp3
3857,Rock,fma_medium/003/003857.mp3
3859,Rock,fma_medium/003/003859.mp3
3861,Rock,fma_medium/003/003861.mp3
3862,Rock,fma_medium/003/003862.mp3
3863,Rock,fma_medium/003/003863.mp3
3880,Folk,fma_medium/003/003880.mp3
3895,International,fma_medium/003/003895.mp3
3896,International,fma_medium/003/003896.mp3
3904,Folk,fma_medium/003/003904.mp3
3905,Folk,fma_medium/003/003905.mp3
3906,Folk,fma_medium/003/003906.mp3
3908,Folk,fma_medium/003/003908.mp3
3909,Folk,fma_medium/003/003909.mp3
3910,Folk,fma_medium/003/003910.mp3
3911,Folk,fma_medium/003/003911.mp3
3912,Folk,fma_medium/003/003912.mp3
3913,Folk,fma_medium/003/003913.mp3
3915,Folk,fma_medium/003/003915.mp3
3919,Folk,fma_medium/003/003919.mp3
3920,Folk,fma_medium/003/003920.mp3
3921,Folk,fma_medium/003/003921.mp3
3923,Rock,fma_medium/003/003923.mp3
3924,Rock,fma_medium/003/003924.mp3
3929,Rock,fma_medium/003/003929.mp3
3932,Rock,fma_medium/003/003932.mp3
3933,Rock,fma_medium/003/003933.mp3
3934,Rock,fma_medium/003/003934.mp3
3936,Rock,fma_medium/003/003936.mp3
3939,Rock,fma_medium/003/003939.mp3
3941,Rock,fma_medium/003/003941.mp3
3942,Rock,fma_medium/003/003942.mp3
3943,Rock,fma_medium/003/003943.mp3
3944,Rock,fma_medium/003/003944.mp3
3945,Rock,fma_medium/003/003945.mp3
3946,Rock,fma_medium/003/003946.mp3
3947,Rock,fma_medium/003/003947.mp3
3948,Rock,fma_medium/003/003948.mp3
3950,Rock,fma_medium/003/003950.mp3
3951,Rock,fma_medium/003/003951.mp3
3952,Rock,fma_medium/003/003952.mp3
3953,Rock,fma_medium/003/003953.mp3
3954,Rock,fma_medium/003/003954.mp3
3955,Rock,fma_medium/003/003955.mp3
3956,Rock,fma_medium/003/003956.mp3
3957,Rock,fma_medium/003/003957.mp3
3958,Rock,fma_medium/003/003958.mp3
3959,Rock,fma_medium/003/003959.mp3
3960,Rock,fma_medium/003/003960.mp3
3973,Rock,fma_medium/003/003973.mp3
3974,Rock,fma_medium/003/003974.mp3
3975,Rock,fma_medium/003/003975.mp3
3976,Rock,fma_medium/003/003976.mp3
3981,Rock,fma_medium/003/003981.mp3
3983,Rock,fma_medium/003/003983.mp3
3985,Rock,fma_medium/003/003985.mp3
3986,Rock,fma_medium/003/003986.mp3
3989,Rock,fma_medium/003/003989.mp3
4004,Rock,fma_medium/004/004004.mp3
4013,Folk,fma_medium/004/004013.mp3
4014,Folk,fma_medium/004/004014.mp3
4017,Folk,fma_medium/004/004017.mp3
4022,Rock,fma_medium/004/004022.mp3
4024,Rock,fma_medium/004/004024.mp3
4025,Rock,fma_medium/004/004025.mp3
4027,Rock,fma_medium/004/004027.mp3
4028,Rock,fma_medium/004/004028.mp3
4029,Rock,fma_medium/004/004029.mp3
4032,Rock,fma_medium/004/004032.mp3
4033,Rock,fma_medium/004/004033.mp3
4034,Rock,fma_medium/004/004034.mp3
